002171.SZ,20251027,3.4,0.01
002171.SZ,20251027,3.3,0.01
002171.SZ,20251027,3.2,0.01
002171.SZ,20251027,3.1,0.01
002171.SZ,20251027,3.0,0.01
002171.SZ,20251027,2.9,0.01
002171.SZ,20251027,2.8,0.01
002171.SZ,20251027,2.7,0.01
002171.SZ,20251027,2.6,0.01
002171.SZ,20251027,2.5,0.01
002171.SZ,20251027,2.4,0.01
002171.SZ,20251027,2.3,0.01
002171.SZ,20251024,17.7,0.01
002171.SZ,20251024,17.6,0.01
002171.SZ,20251024,17.5,0.01
002171.SZ,20251024,17.4,0.01
002171.SZ,20251024,17.3,0.01
002171.SZ,20251024,17.2,0.01
002171.SZ,20251024,17.1,0.01
002171.SZ,20251024,17.0,0.01
002171.SZ,20251024,16.9,0.01
002171.SZ,20251024,16.8,0.01
002171.SZ,20251024,16.7,0.01
002171.SZ,20251024,16.6,0.01
002171.SZ,20251024,16.5,0.01
002171.SZ,20251024,16.4,0.01
002171.SZ,20251024,16.3,0.01
002171.SZ,20251024,16.2,0.01
002171.SZ,20251024,16.1,0.01
002171.SZ,20251024,16.0,0.01
002171.SZ,20251024,15.9,0.01
002171.SZ,20251024,15.8,0.01
002171.SZ,20251024,15.7,0.01
002171.SZ,20251024,15.6,0.01
002171.SZ,20251024,15.5,0.01
002171.SZ,20251024,15.4,0.01
002171.SZ,20251024,15.3,0.01
002171.SZ,20251024,15.2,0.01
002171.SZ,20251024,15.1,0.01
002171.SZ,20251024,15.0,0.01
002171.SZ,20251024,14.9,0.01
002171.SZ,20251024,14.8,0.01
002171.SZ,20251024,14.7,0.01
002171.SZ,20251024,14.6,0.01
002171.SZ,20251024,14.5,0.01
002171.SZ,20251024,14.4,0.01
002171.SZ,20251024,14.3,0.01
002171.SZ,20251024,14.2,0.01
002171.SZ,20251024,14.1,0.01
002171.SZ,20251024,14.0,0.01
002171.SZ,20251024,13.9,0.01
002171.SZ,20251024,13.8,0.01
002171.SZ,20251024,13.7,0.01
002171.SZ,20251024,13.6,0.01
002171.SZ,20251024,13.5,0.04
002171.SZ,20251024,13.4,0.27
002171.SZ,20251024,13.3,0.61
002171.SZ,20251024,13.2,1.37
002171.SZ,20251024,13.1,2.27
002171.SZ,20251024,13.0,3.53
002171.SZ,20251024,12.9,4.83
002171.SZ,20251024,12.8,5.97
002171.SZ,20251024,12.7,7.13
002171.SZ,20251024,12.6,8.22
002171.SZ,20251024,12.5,8.9
002171.SZ,20251024,12.4,9.49
002171.SZ,20251024,12.3,10.0
002171.SZ,20251024,12.2,10.35
002171.SZ,20251024,12.1,8.49
002171.SZ,20251024,12.0,6.25
002171.SZ,20251024,11.9,4.07
002171.SZ,20251024,11.8,2.37
002171.SZ,20251024,11.7,1.11
002171.SZ,20251024,11.6,0.62
002171.SZ,20251024,11.5,0.3
002171.SZ,20251024,11.4,0.17
002171.SZ,20251024,11.3,0.11
002171.SZ,20251024,11.2,0.01
002171.SZ,20251024,11.1,0.01
002171.SZ,20251024,11.0,0.01
002171.SZ,20251024,10.9,0.01
002171.SZ,20251024,10.8,0.01
002171.SZ,20251024,10.7,0.01
002171.SZ,20251024,10.6,0.01
002171.SZ,20251024,10.5,0.01
002171.SZ,20251024,10.4,0.01
002171.SZ,20251024,10.3,0.04
002171.SZ,20251024,10.2,0.06
002171.SZ,20251024,10.1,0.11
002171.SZ,20251024,10.0,0.28
002171.SZ,20251024,9.9,0.4
002171.SZ,20251024,9.8,0.27
002171.SZ,20251024,9.7,0.24
002171.SZ,20251024,9.6,0.25
002171.SZ,20251024,9.5,0.24
002171.SZ,20251024,9.4,0.26
002171.SZ,20251024,9.3,0.11
002171.SZ,20251024,9.2,0.07
002171.SZ,20251024,9.1,0.03
002171.SZ,20251024,9.0,0.02
002171.SZ,20251024,8.9,0.02
002171.SZ,20251024,8.8,0.01
002171.SZ,20251024,8.7,0.01
002171.SZ,20251024,8.6,0.01
002171.SZ,20251024,8.5,0.01
002171.SZ,20251024,8.4,0.01
002171.SZ,20251024,8.3,0.01
002171.SZ,20251024,8.2,0.01
002171.SZ,20251024,8.1,0.01
002171.SZ,20251024,8.0,0.01
002171.SZ,20251024,7.9,0.01
002171.SZ,20251024,7.8,0.01
002171.SZ,20251024,7.7,0.01
002171.SZ,20251024,7.6,0.01
002171.SZ,20251024,7.5,0.01
002171.SZ,20251024,7.4,0.01
002171.SZ,20251024,7.3,0.01
002171.SZ,20251024,7.2,0.01
002171.SZ,20251024,7.1,0.01
002171.SZ,20251024,7.0,0.01
002171.SZ,20251024,6.9,0.01
002171.SZ,20251024,6.8,0.01
002171.SZ,20251024,6.7,0.01
002171.SZ,20251024,6.6,0.01
002171.SZ,20251024,6.5,0.01
002171.SZ,20251024,6.4,0.01
002171.SZ,20251024,6.3,0.01
002171.SZ,20251024,6.2,0.01
002171.SZ,20251024,6.1,0.01
002171.SZ,20251024,6.0,0.01
002171.SZ,20251024,5.9,0.01
002171.SZ,20251024,5.8,0.01
002171.SZ,20251024,5.7,0.01
002171.SZ,20251024,5.6,0.01
002171.SZ,20251024,5.5,0.01
002171.SZ,20251024,5.4,0.01
002171.SZ,20251024,5.3,0.01
002171.SZ,20251024,5.2,0.01
002171.SZ,20251024,5.1,0.01
002171.SZ,20251024,5.0,0.01
002171.SZ,20251024,4.9,0.01
002171.SZ,20251024,4.8,0.01
002171.SZ,20251024,4.7,0.01
002171.SZ,20251024,4.6,0.01
002171.SZ,20251024,4.5,0.01
002171.SZ,20251024,4.4,0.01
002171.SZ,20251024,4.3,0.01
002171.SZ,20251024,4.2,0.01
002171.SZ,20251024,4.1,0.01
002171.SZ,20251024,4.0,0.01
002171.SZ,20251024,3.9,0.01
002171.SZ,20251024,3.8,0.01
002171.SZ,20251024,3.7,0.01
002171.SZ,20251024,3.6,0.01
002171.SZ,20251024,3.5,0.01
002171.SZ,20251024,3.4,0.01
002171.SZ,20251024,3.3,0.01
002171.SZ,20251024,3.2,0.01
002171.SZ,20251024,3.1,0.01
002171.SZ,20251024,3.0,0.01
