date,open,high,low,close,volume
2025-01-02,3347.9392,3351.7220,3242.0865,3262.5607,56137519900
2025-01-03,3267.0766,3273.5656,3205.7755,3211.4299,51759201400
2025-01-06,3209.7832,3219.4877,3185.4631,3206.9228,43097840300
2025-01-07,3203.3068,3230.8529,3190.4612,3229.6439,40966052900
2025-01-08,3218.8577,3246.2908,3175.7247,3230.1679,47286439000
2025-01-09,3220.7205,3228.9725,3205.9103,3211.3933,38294355700
2025-01-10,3211.7068,3220.1073,3168.5238,3168.5238,40366334800
2025-01-13,3148.8259,3172.7000,3140.9775,3160.7550,37274202300
2025-01-14,3165.1613,3245.2196,3159.4320,3240.9400,46921270400
2025-01-15,3234.7152,3245.9042,3222.2359,3227.1167,40472319900
2025-01-16,3239.0261,3265.2824,3217.0966,3236.0320,43065553900
2025-01-17,3226.7616,3256.5067,3219.7734,3241.8212,38359926000
2025-01-20,3256.1492,3268.2626,3238.1214,3244.3776,40333794800
2025-01-21,3256.8325,3258.6103,3229.0689,3242.6226,38458371800
2025-01-22,3235.4925,3235.5013,3203.3801,3213.6237,36481751800
2025-01-23,3237.5988,3273.5203,3229.5716,3230.1637,45824680300
2025-01-24,3222.8774,3260.0112,3221.7121,3252.6264,39865303300
2025-01-27,3256.6136,3274.3924,3250.6007,3250.6007,38746764200
2025-02-05,3270.1604,3271.0220,3220.2794,3229.4876,40638818100
2025-02-06,3226.5750,3271.4271,3225.8459,3270.6594,46084273000
2025-02-07,3269.2269,3324.4280,3262.5085,3303.6666,60055845100
2025-02-10,3308.0400,3325.3558,3299.2429,3322.1698,54658974900
2025-02-11,3323.6694,3324.1727,3304.4443,3318.0569,51194354100
2025-02-12,3312.2572,3346.3854,3310.3904,3346.3854,51343782800
2025-02-13,3343.2347,3359.1807,3332.4826,3332.4826,56863116100
2025-02-14,3328.4830,3349.0836,3322.5289,3346.7242,53233296500
2025-02-17,3355.4171,3357.1212,3333.1948,3355.8296,58954656900
2025-02-18,3348.9827,3366.0119,3314.3006,3324.4906,56267924000
